T_ang,A_ang,E_ang,Out_ang,T_vel,A_vel,E_vel,P_vel,I_vel,D_vel,M1,M2,M3,M4
0,-1.45,1.45,2.9,2.9,0.22,2.68,0.27,13.83,-0.04,150,157,157,150
0,-1.41,1.41,2.82,2.82,0.67,2.15,0.21,15.03,-0.02,150,157,157,150
0,-1.36,1.36,2.72,2.72,0.67,2.05,0.21,16.13,-0.05,150,158,158,150
0,-1.28,1.28,2.57,2.57,1.12,1.45,0.14,17.02,-0.02,150,158,158,150
0,-1.17,1.17,2.34,2.34,1.23,1.11,0.11,17.62,0,150,158,158,150
0,-1.08,1.08,2.16,2.16,1.23,0.93,0.09,18.31,-0.02,150,159,159,150
20,-0.96,20.96,41.92,41.92,1.12,40.81,4.08,20.73,5.95,150,165,165,150
20,-0.93,20.93,41.87,41.87,-0.11,41.98,4.2,41.51,0,150,172,172,150
20,-0.94,20.94,41.88,41.88,0.78,41.1,4.11,62.46,-0.04,150,183,183,150
20,-0.79,20.79,41.59,41.59,2.35,39.24,3.92,82.53,-0.06,150,193,193,150
20,-0.45,20.45,40.9,40.9,5.15,35.76,3.58,101.37,-0.08,150,202,202,150
20,0.32,19.68,39.35,39.35,10.52,28.83,2.88,117.41,-0.18,150,210,210,150
20,1.33,18.67,37.34,37.34,12.09,25.25,2.52,130.81,0,150,216,216,150
20,2.7,17.3,34.61,34.61,11.86,22.74,2.27,142.45,0.01,150,222,222,150
20,3.61,16.39,32.79,32.79,6.6,26.18,2.62,154.55,0.16,150,228,228,150
20,3.99,16.01,32.02,32.02,0.78,31.23,3.12,184.68,-0.04,150,243,243,150
20,4.22,15.78,31.57,31.57,4.03,27.54,2.75,199.53,-0.22,150,251,251,150
20,5.04,14.96,29.92,29.92,15.11,14.81,1.48,210.47,-0.33,150,255,255,150
20,10.48,9.52,19.03,19.03,9.51,9.52,0.95,254.54,-0.14,150,277,277,150
20,11.53,8.47,16.94,16.94,8.62,8.32,0.83,258.28,0.15,150,279,279,150
20,11.82,8.18,16.36,16.36,-3.13,19.49,1.95,265.34,0.16,150,283,283,150
20,11.32,8.68,17.36,17.36,-4.7,22.06,2.21,276.35,-0.07,150,289,289,150
20,11.2,8.8,17.6,17.6,2.46,15.14,1.51,285.63,-0.11,150,293,293,150
20,11.71,8.29,16.59,16.59,6.04,10.54,1.05,291.58,-0.04,150,296,296,150
20,12.12,7.88,15.76,15.76,1.34,14.41,1.44,297.72,0.04,150,299,299,150
20,12.14,7.86,15.73,15.73,-0.34,16.06,1.61,305.58,-0.05,150,303,303,150
20,12.18,7.82,15.65,15.65,1.45,14.19,1.42,313.27,-0.09,150,307,307,150
20,12.43,7.57,15.14,15.14,3.25,11.89,1.19,319.83,-0.01,150,310,310,150
20,12.87,7.13,14.26,14.26,5.15,9.12,0.91,325.03,-0.06,150,312,312,150
20,13.51,6.49,12.97,12.97,6.94,6.03,0.6,328.68,-0.08,150,314,314,150
20,14.28,5.72,11.45,11.45,7.39,4.06,0.41,330.99,0.02,150,315,315,150
20,14.89,5.11,10.22,10.22,4.81,5.41,0.54,333.31,0.09,150,316,316,150
20,15.05,4.95,9.9,9.9,-1.68,11.57,1.16,337.67,0.1,150,319,319,150
20,14.76,5.24,10.49,10.49,-3.25,13.73,1.37,344.32,0.01,150,322,322,150
20,14.61,5.39,10.78,10.78,1.45,9.33,0.93,350.26,-0.12,150,325,325,150
20,14.91,5.09,10.18,10.18,4.03,6.15,0.62,353.96,-0.05,150,327,327,150
20,15.21,4.79,9.59,9.59,1.68,7.91,0.79,357.41,-0.01,150,329,329,150
20,15.25,4.75,9.5,9.5,-0.22,9.73,0.97,362.02,0,150,331,331,150
20,15.23,4.77,9.54,9.54,0.22,9.32,0.93,366.82,0,150,333,333,150
20,15.33,4.67,9.35,9.35,1.68,7.67,0.77,371.09,-0.09,150,335,335,150
20,15.84,4.16,8.32,8.32,2.01,6.3,0.63,377.37,0.02,150,339,339,150
20,16.11,3.89,7.78,7.78,3.25,4.53,0.45,380.09,-0.04,150,340,340,150
20,16.51,3.49,6.97,6.97,3.8,3.17,0.32,381.78,0.04,150,341,341,150
20,18.15,1.85,3.69,3.69,4.03,-0.34,-0.03,401.79,-0.02,150,350,350,150
20,18.37,1.63,3.27,3.27,1.12,2.15,0.21,402.3,0,150,351,351,150
20,18.24,1.76,3.52,3.52,-1.9,5.43,0.54,404.54,0.02,150,352,352,150
20,18.07,1.93,3.86,3.86,-1.23,5.09,0.51,407.2,0.01,150,353,353,150
20,18.11,1.89,3.79,3.79,1.57,2.22,0.22,408.86,-0.09,150,354,354,150
20,18.23,1.77,3.54,3.54,1.23,2.3,0.23,409.95,0,150,355,355,150
20,18.31,1.69,3.38,3.38,0.34,3.04,0.3,411.21,0.03,150,355,355,150
20,18.32,1.68,3.37,3.37,0.56,2.81,0.28,412.78,-0.07,150,356,356,150
20,18.37,1.63,3.27,3.27,0.11,3.15,0.32,414.15,0.03,150,357,357,150
20,18.33,1.67,3.34,3.34,-0.78,4.12,0.41,415.94,-0.03,150,358,358,150
20,18.25,1.75,3.51,3.51,0.22,3.28,0.33,418,-0.05,150,359,359,150
20,18.37,1.63,3.27,3.27,1.68,1.59,0.16,419.05,-0.02,150,359,359,150
20,18.47,1.53,3.07,3.07,0,3.07,0.31,420.14,-0.02,150,360,360,150
20,18.35,1.65,3.31,3.31,-1.01,4.32,0.43,422.29,-0.06,150,361,361,150
20,18.37,1.63,3.25,3.25,0.67,2.58,0.26,423.87,0.06,150,362,362,150
20,18.56,1.44,2.88,2.88,1.68,1.21,0.12,424.44,0.01,150,362,362,150
20,18.64,1.36,2.71,2.71,-0.11,2.83,0.28,425.41,0,150,362,362,150
20,18.55,1.45,2.9,2.9,-1.45,4.35,0.44,427.28,0.04,150,363,363,150
20,18.48,1.52,3.04,3.04,0.45,2.59,0.26,429.08,0.06,150,364,364,150
20,18.66,1.34,2.69,2.69,2.13,0.56,0.06,429.62,-0.02,150,364,364,150
20,18.81,1.19,2.37,2.37,0.45,1.93,0.19,430.14,0.13,150,365,365,150
20,18.78,1.22,2.43,2.43,-0.78,3.21,0.32,431.55,-0.08,150,365,365,150
20,18.73,1.27,2.53,2.53,0.22,2.31,0.23,433.06,0,150,366,366,150
20,18.86,1.14,2.27,2.27,1.34,0.93,0.09,433.65,-0.01,150,366,366,150
20,18.93,1.07,2.15,2.15,0.67,1.47,0.15,434.42,0,150,367,367,150
20,19.01,0.99,1.98,1.98,0.9,1.08,0.11,435.11,-0.02,150,367,367,150
-20,19.05,-39.05,-78.09,-78.09,-1.01,-77.09,-7.71,399.94,0,150,346,346,150
-20,18.72,-38.72,-77.44,-77.44,-5.26,-72.18,-7.22,362.79,0.15,150,327,327,150
-20,17.49,-37.49,-74.98,-74.98,-7.5,-67.48,-6.75,292.64,0.1,150,292,292,150
-20,16.62,-36.62,-73.24,-73.24,-9.4,-63.84,-6.38,260.07,0.01,150,276,276,150
-20,15.67,-35.67,-71.34,-71.34,-9.29,-62.05,-6.21,228.71,0.01,150,261,261,150
-20,14.77,-34.77,-69.54,-69.54,-9.29,-60.25,-6.02,198.12,0.08,150,246,246,150
-20,13.9,-33.9,-67.8,-67.8,-8.39,-59.41,-5.94,168.17,-0.02,150,231,231,150
-20,13.14,-33.14,-66.28,-66.28,-7.61,-58.67,-5.87,138.5,0.09,150,216,216,150
-20,12.44,-32.44,-64.87,-64.87,-8.17,-56.7,-5.67,109.71,0,150,202,202,150
-20,11.46,-31.46,-62.92,-62.92,-9.74,-53.18,-5.32,82.15,0.08,150,188,188,150
-20,10.32,-30.32,-60.64,-60.64,-12.53,-48.11,-4.81,56.93,0.06,150,176,176,150
-20,9.11,-29.11,-58.21,-58.21,-11.41,-46.8,-4.68,33.34,0.03,150,164,164,150
-20,8.2,-28.2,-56.4,-56.4,-6.94,-49.46,-4.95,9.29,-0.04,150,152,152,150
-20,7.71,-27.71,-55.42,-55.42,-3.25,-52.17,-5.22,-16.23,-0.06,160,150,150,160
-20,7.46,-27.46,-54.93,-54.93,-1.68,-53.25,-5.32,-42.59,-0.01,173,150,150,173
-20,7.24,-27.24,-54.48,-54.48,-3.47,-51.01,-5.1,-68.77,0.04,186,150,150,186
-20,6.78,-26.78,-53.55,-53.55,-7.5,-46.06,-4.61,-93,0,198,150,150,198
-20,5.64,-25.64,-51.28,-51.28,-13.2,-38.08,-3.81,-113.9,0.21,208,150,150,208
-20,4.07,-24.07,-48.15,-48.15,-16.23,-31.92,-3.19,-130.82,0.05,216,150,150,216
-20,2.58,-22.58,-45.15,-45.15,-12.65,-32.5,-3.25,-146.67,-0.04,224,150,150,224
-20,1.64,-21.64,-43.27,-43.27,-5.71,-37.57,-3.76,-164.15,-0.07,233,150,150,233
-20,1.36,-21.36,-42.71,-42.71,-0.11,-42.6,-4.26,-184.27,-0.05,244,150,150,244
-20,1.34,-21.34,-42.67,-42.67,-1.01,-41.67,-4.17,-205.59,0.11,254,150,150,254
-20,0.99,-20.99,-41.99,-41.99,-5.15,-36.84,-3.68,-224.97,0.02,264,150,150,264
-20,0.21,-20.21,-40.42,-40.42,-10.74,-29.68,-2.97,-241.52,0.08,272,150,150,272
-20,-2.38,-17.62,-35.24,-35.24,-11.97,-23.27,-2.33,-266.4,-0.03,284,150,150,284
-20,-3.16,-16.84,-33.68,-33.68,-5.93,-27.75,-2.77,-279.47,0,291,150,150,291
-20,-3.52,-16.48,-32.96,-32.96,-1.45,-31.51,-3.15,-294.54,-0.01,298,150,150,298
-20,-3.52,-16.48,-32.96,-32.96,0.34,-33.3,-3.33,-311.04,0.05,307,150,150,307
-20,-3.61,-16.39,-32.78,-32.78,-2.35,-30.43,-3.04,-327.03,0.04,315,150,150,315
-20,-3.9,-16.1,-32.19,-32.19,-3.47,-28.73,-2.87,-341.81,0.05,322,150,150,322
-20,-4.25,-15.75,-31.49,-31.49,-3.69,-27.8,-2.78,-355.84,0,329,150,150,329
-20,-4.79,-15.21,-30.42,-30.42,-5.6,-24.82,-2.48,-368.95,0.12,335,150,150,335
-20,-5.51,-14.49,-28.99,-28.99,-8.73,-20.26,-2.03,-380.22,0.05,341,150,150,341
-20,-6.81,-13.19,-26.38,-26.38,-16,-10.38,-1.04,-387.43,0.03,344,150,150,344
-20,-8.27,-11.73,-23.47,-23.47,-11.75,-11.72,-1.17,-392.62,-0.01,346,150,150,346
-20,-8.81,-11.19,-22.39,-22.39,0.11,-22.5,-2.25,-401.6,-0.18,352,150,150,352
-20,-8.51,-11.49,-22.98,-22.98,5.04,-28.01,-2.8,-414.58,-0.06,358,150,150,358
-20,-8.11,-11.89,-23.78,-23.78,1.79,-25.57,-2.56,-428.26,0.18,365,150,150,365
-20,-8.21,-11.79,-23.58,-23.58,-3.92,-19.66,-1.97,-439.56,0.03,370,150,150,370
-20,-8.9,-11.1,-22.21,-22.21,-8.17,-14.04,-1.4,-447.52,0.09,374,150,150,374
-20,-9.51,-10.49,-20.98,-20.98,-4.7,-16.28,-1.63,-455.27,0.06,378,150,150,378
-20,-9.83,-10.17,-20.34,-20.34,-2.57,-17.76,-1.78,-463.94,0,382,150,150,382
-20,-10.32,-9.68,-19.36,-19.36,-9.96,-9.4,-0.94,-472.06,0.92,386,150,150,386
-20,-12.19,-7.81,-15.63,-15.63,-22.05,6.42,0.64,-471.35,0.16,385,150,150,385
-20,-14.17,-5.83,-11.67,-11.67,-18.91,7.24,0.72,-467.31,0,383,150,150,383
-20,-15.57,-4.43,-8.86,-8.86,-7.61,-1.25,-0.13,-466.22,0,383,150,150,383
-20,-15.78,-4.22,-8.44,-8.44,0.11,-8.55,-0.85,-516.76,0.04,408,150,150,408
-20,-15.89,-4.11,-8.22,-8.22,-1.68,-6.55,-0.65,-520.46,0.11,410,150,150,410
-20,-16.07,-3.93,-7.86,-7.86,-1.01,-6.85,-0.69,-523.67,-0.06,412,150,150,412
-20,-16.21,-3.79,-7.58,-7.58,-1.23,-6.35,-0.63,-526.87,-0.05,413,150,150,413
-20,-16.32,-3.68,-7.35,-7.35,-0.9,-6.45,-0.65,-530.13,0.12,415,150,150,415
-20,-16.37,-3.63,-7.27,-7.27,-0.22,-7.04,-0.7,-533.65,-0.05,417,150,150,417
-20,-16.49,-3.51,-7.03,-7.03,-1.12,-5.91,-0.59,-536.63,0,418,150,150,418
-20,-16.65,-3.35,-6.7,-6.7,-1.34,-5.36,-0.54,-539.38,-0.01,419,150,150,419
-20,-16.94,-3.06,-6.12,-6.12,-2.57,-3.55,-0.35,-544.41,-0.01,422,150,150,422
-20,-17.23,-2.77,-5.54,-5.54,-2.8,-2.75,-0.27,-545.91,0.03,423,150,150,423
-20,-17.45,-2.55,-5.09,-5.09,-2.35,-2.74,-0.27,-547.49,0.04,423,150,150,423
-20,-17.7,-2.3,-4.6,-4.6,-1.79,-2.81,-0.28,-548.77,-0.04,424,150,150,424
-20,-17.9,-2.1,-4.2,-4.2,-1.68,-2.52,-0.25,-550.04,0.09,425,150,150,425
-20,-18.05,-1.95,-3.9,-3.9,-1.23,-2.67,-0.27,-551.39,0.02,425,150,150,425
-20,-18.11,-1.89,-3.78,-3.78,0,-3.78,-0.38,-553.1,0,426,150,150,426
-20,-18.13,-1.87,-3.73,-3.73,-0.34,-3.4,-0.34,-554.94,0.07,427,150,150,427
-20,-18.15,-1.85,-3.69,-3.69,-0.56,-3.13,-0.31,-556.75,0.05,428,150,150,428
-20,-18.28,-1.72,-3.44,-3.44,-1.68,-1.76,-0.18,-557.98,0.01,429,150,150,429
-20,-18.51,-1.49,-2.97,-2.97,-1.68,-1.29,-0.13,-558.46,-0.06,429,150,150,429
-20,-18.61,-1.39,-2.77,-2.77,-0.11,-2.66,-0.27,-559.47,0,429,150,150,429
-20,-18.59,-1.41,-2.82,-2.82,0.22,-3.04,-0.3,-561.03,0.03,430,150,150,430
-20,-18.7,-1.3,-2.6,-2.6,-1.45,-1.15,-0.11,-561.9,0.07,430,150,150,430
-20,-18.79,-1.21,-2.42,-2.42,-0.9,-1.53,-0.15,-562.74,0.1,431,150,150,431
-20,-18.83,-1.17,-2.34,-2.34,0,-2.34,-0.23,-563.8,0.02,432,150,150,432
-20,-18.83,-1.17,-2.34,-2.34,0.78,-3.12,-0.31,-565.04,-0.1,432,150,150,432
-20,-18.83,-1.17,-2.34,-2.34,-0.9,-1.44,-0.14,-567.46,0,433,150,150,433
0,-19.06,19.06,38.13,38.13,-2.24,40.37,4.04,-563.54,0.08,429,150,150,429
0,-19.31,19.31,38.61,38.61,-1.79,40.4,4.04,-543.19,0.04,419,150,150,419
0,-19.28,19.28,38.57,38.57,2.01,36.55,3.66,-524.11,0.01,410,150,150,410
0,-18.92,18.92,37.83,37.83,4.59,33.24,3.32,-506.96,-0.08,401,150,150,401
0,-18.53,18.53,37.05,37.05,3.58,33.47,3.35,-490.22,0.04,393,150,150,393
0,-18.11,18.11,36.21,36.21,5.04,31.18,3.12,-474.1,-0.08,385,150,150,385
0,-17.6,17.6,35.19,35.19,4.7,30.49,3.05,-458.83,0.08,377,150,150,377
0,-17.15,17.15,34.3,34.3,4.7,29.6,2.96,-443.78,-0.05,370,150,150,370
0,-16.72,16.72,33.44,33.44,4.36,29.07,2.91,-429.07,-0.01,363,150,150,363
0,-16.35,16.35,32.7,32.7,3.36,29.34,2.93,-414.41,-0.03,355,150,150,355
0,-16.07,16.07,32.13,32.13,3.36,28.78,2.88,-399.82,0,348,150,150,348
0,-15.72,15.72,31.44,31.44,3.25,28.2,2.82,-385.54,0.01,341,150,150,341
0,-15.33,15.33,30.65,30.65,5.04,25.62,2.56,-372.14,-0.03,334,150,150,334
0,-14.68,14.68,29.35,29.35,7.61,21.74,2.17,-360.45,-0.09,329,150,150,329
0,-13.93,13.93,27.86,27.86,7.27,20.58,2.06,-349.93,-0.04,323,150,150,323
0,-13.34,13.34,26.67,26.67,4.7,21.97,2.2,-339.29,0,318,150,150,318
0,-13.1,13.1,26.21,26.21,0.67,25.54,2.55,-327.21,0,312,150,150,312
0,-13.11,13.11,26.22,26.22,0.45,25.77,2.58,-314.11,-0.1,305,150,150,305
0,-13.03,13.03,26.07,26.07,0.67,25.39,2.54,-301.47,0.05,299,150,150,299
0,-12.88,12.88,25.77,25.77,2.69,23.08,2.31,-289.29,-0.09,293,150,150,293
0,-12.49,12.49,24.98,24.98,5.04,19.95,1.99,-278.58,-0.16,288,150,150,288
0,-11.91,11.91,23.83,23.83,6.49,17.34,1.73,-269.36,0.03,283,150,150,283
0,-11.26,11.26,22.52,22.52,5.6,16.92,1.69,-261.05,0.1,279,150,150,279
0,-10.86,10.86,21.72,21.72,2.24,19.48,1.95,-251.97,0.11,274,150,150,274
0,-10.76,10.76,21.52,21.52,0.56,20.96,2.1,-241.61,-0.07,269,150,150,269
0,-10.69,10.69,21.38,21.38,1.01,20.37,2.04,-231.29,-0.07,264,150,150,264
0,-10.54,10.54,21.09,21.09,2.01,19.07,1.91,-221.44,0.03,259,150,150,259
0,-10.26,10.26,20.52,20.52,3.92,16.61,1.66,-212.5,-0.13,255,150,150,255
0,-9.73,9.73,19.46,19.46,7.05,12.41,1.24,-205.32,-0.07,252,150,150,252
0,-9.06,9.06,18.12,18.12,5.82,12.3,1.23,-199.23,0.03,248,150,150,248
0,-8.7,8.7,17.39,17.39,1.34,16.05,1.61,-192.18,0.08,245,150,150,245
0,-8.67,8.67,17.34,17.34,-0.45,17.79,1.78,-183.65,0,240,150,150,240
0,-8.67,8.67,17.34,17.34,0.67,16.67,1.67,-175.03,0,236,150,150,236
0,-8.55,8.55,17.1,17.1,1.34,15.76,1.58,-167.02,0.01,232,150,150,232
0,-8.45,8.45,16.9,16.9,1.57,15.34,1.53,-158.99,-0.09,228,150,150,228
0,-8.26,8.26,16.53,16.53,1.68,14.85,1.48,-151.61,0,225,150,150,225
0,-8.07,8.07,16.15,16.15,2.35,13.8,1.38,-144.42,-0.06,221,150,150,221
0,-7.81,7.81,15.61,15.61,2.69,12.93,1.29,-137.85,0.01,218,150,150,218
0,-7.54,7.54,15.08,15.08,2.57,12.51,1.25,-131.55,0.01,215,150,150,215
0,-7.21,7.21,14.42,14.42,3.92,10.51,1.05,-125.85,0,212,150,150,212
0,-6.73,6.73,13.47,13.47,5.48,7.99,0.8,-121.28,-0.05,210,150,150,210
0,-6.09,6.09,12.18,12.18,6.94,5.24,0.52,-118.02,-0.07,208,150,150,208
0,-5.49,5.49,10.98,10.98,5.04,5.94,0.59,-115.25,0.02,207,150,150,207
0,-5.17,5.17,10.35,10.35,1.79,8.56,0.86,-111.54,0.01,205,150,150,205
0,-5.2,5.2,10.39,10.39,-0.45,10.84,1.08,-106.43,-0.03,202,150,150,202
0,-5.15,5.15,10.29,10.29,1.68,8.61,0.86,-101.54,-0.04,200,150,150,200
0,-4.94,4.94,9.89,9.89,2.35,7.54,0.75,-97.6,-0.03,198,150,150,198
0,-4.76,4.76,9.52,9.52,1.79,7.73,0.77,-93.69,-0.04,196,150,150,196
0,-4.62,4.62,9.24,9.24,1.23,8.01,0.8,-89.75,0.01,194,150,150,194
0,-4.59,4.59,9.17,9.17,-0.22,9.4,0.94,-85.32,-0.03,192,150,150,192
0,-4.59,4.59,9.18,9.18,0.56,8.62,0.86,-80.75,-0.02,189,150,150,189
0,-4.49,4.49,8.98,8.98,0.9,8.08,0.81,-76.71,0.01,187,150,150,187
0,-4.43,4.43,8.85,8.85,0.11,8.74,0.87,-72.57,0.05,185,150,150,185
0,-4.43,4.43,8.85,8.85,0.22,8.63,0.86,-68.15,0.02,183,150,150,183
0,-4.38,4.38,8.76,8.76,0.56,8.2,0.82,-63.99,0.01,181,150,150,181
0,-4.32,4.32,8.63,8.63,0.56,8.07,0.81,-59.93,0.01,179,150,150,179
0,-4.27,4.27,8.53,8.53,0.45,8.09,0.81,-55.87,0.01,177,150,150,177
0,-4.18,4.18,8.37,8.37,1.34,7.02,0.7,-52.12,0.03,175,150,150,175
0,-4.03,4.03,8.06,8.06,1.9,6.16,0.62,-48.81,-0.02,174,150,150,174
0,-3.9,3.9,7.79,7.79,1.01,6.79,0.68,-45.51,-0.04,172,150,150,172
0,-3.81,3.81,7.63,7.63,0.67,6.95,0.7,-42.09,-0.02,170,150,150,170
0,-3.77,3.77,7.54,7.54,0.67,6.87,0.69,-38.51,0,168,150,150,168
0,-3.67,3.67,7.35,7.35,1.12,6.23,0.62,-35.31,-0.02,167,150,150,167
0,-3.02,3.02,6.03,6.03,-0.11,6.15,0.61,-32.51,0,165,150,150,165
0,-3.01,3.01,6.02,6.02,0.11,5.91,0.59,-29.54,0,164,150,150,164
0,-2.93,2.93,5.86,5.86,0.22,5.63,0.56,-18.06,0,158,150,150,158
0,-2.87,2.87,5.74,5.74,0.67,5.07,0.51,-12.49,-0.02,156,150,150,156
0,-2.81,2.81,5.62,5.62,0.9,4.72,0.47,-9.99,-0.04,154,150,150,154
0,-2.73,2.73,5.45,5.45,1.01,4.44,0.44,-7.65,0.01,153,150,150,153
0,-2.65,2.65,5.3,5.3,0.34,4.96,0.5,-5.33,0.01,152,150,150,152
0,-2.61,2.61,5.23,5.23,1.01,4.22,0.42,-2.92,-0.05,151,150,150,151
0,-2.48,2.48,4.96,4.96,1.79,3.17,0.32,-1.05,-0.02,150,150,150,150
0,-1.98,1.98,3.96,3.96,3.58,0.38,0.04,0.88,0.02,150,150,150,150
0,-1.66,1.66,3.33,3.33,2.01,1.31,0.13,1.15,0.04,150,150,150,150
0,-1.6,1.6,3.2,3.2,-0.11,3.31,0.33,2.48,0,150,151,151,150
0,-1.6,1.6,3.2,3.2,0.56,2.64,0.26,4.07,-0.02,150,152,152,150
0,-1.59,1.59,3.19,3.19,-0.45,3.64,0.36,5.64,0.04,150,153,153,150
0,-1.61,1.61,3.22,3.22,0.22,2.99,0.3,7.29,0,150,153,153,150
0,-1.57,1.57,3.15,3.15,0.34,2.81,0.28,8.71,0,150,154,154,150
0,-1.57,1.57,3.15,3.15,-0.11,3.26,0.33,10.32,0,150,155,155,150
0,-1.56,1.56,3.12,3.12,0.34,2.78,0.28,11.8,-0.02,150,156,156,150
0,-1.54,1.54,3.08,3.08,0,3.08,0.31,13.25,0,150,156,156,150
0,-1.53,1.53,3.06,3.06,0.22,2.84,0.28,14.75,0,150,157,157,150
0,-1.5,1.5,2.99,2.99,-0.11,3.11,0.31,16.1,0.07,150,158,158,150
0,-1.5,1.5,3.01,3.01,0,3.01,0.3,17.62,-0.02,150,158,158,150
0,-1.5,1.5,3.01,3.01,-0.11,3.12,0.31,19.08,0.02,150,159,159,150
0,-1.49,1.49,2.98,2.98,0.22,2.76,0.28,20.56,0.03,150,160,160,150
0,-1.48,1.48,2.95,2.95,-0.11,3.06,0.31,21.93,0.02,150,161,161,150
0,-1.45,1.45,2.9,2.9,0.22,2.67,0.27,23.23,0.01,150,161,161,150
0,-1.47,1.47,2.94,2.94,-0.45,3.39,0.34,24.79,0.03,150,162,162,150
0,-1.46,1.46,2.91,2.91,0.67,2.24,0.22,26.14,-0.02,150,163,163,150
0,-1.39,1.39,2.79,2.79,0.45,2.34,0.23,27.24,0,150,163,163,150
0,-1.27,1.27,2.55,2.55,1.57,0.98,0.1,27.98,0.01,150,164,164,150
0,-1.09,1.09,2.17,2.17,2.01,0.16,0.02,28.18,-0.01,150,164,164,150
30,-0.92,30.92,61.85,61.85,1.01,60.84,6.08,43.36,0.03,150,174,174,150
30,-0.85,30.85,61.7,61.7,1.34,60.35,6.04,73.84,-0.02,150,189,189,150
30,-0.59,30.59,61.18,61.18,4.36,56.81,5.68,103.26,-0.11,150,204,204,150
30,0.07,29.93,59.86,59.86,9.18,50.69,5.07,130.14,-0.11,150,217,217,150
30,1.29,28.71,57.41,57.41,14.66,42.75,4.28,153.41,-0.28,150,228,228,150
30,2.81,27.19,54.38,54.38,15.78,38.6,3.86,173.65,-0.03,150,238,238,150
30,4.29,25.71,51.42,51.42,12.65,38.78,3.88,192.66,0.06,150,248,248,150
30,5.34,24.66,49.32,49.32,8.28,41.04,4.1,212.64,0.02,150,258,258,150
30,4.77,25.23,50.46,50.46,6.15,44.3,4.43,234.53,-0.12,150,269,269,150
30,5.8,24.2,48.4,48.4,15.11,33.29,3.33,253.96,-0.21,150,278,278,150
30,7.5,22.5,44.99,44.99,18.58,26.42,2.64,268.55,-0.17,150,285,285,150
30,9.52,20.48,40.95,40.95,19.36,21.59,2.16,279.71,0.07,150,290,290,150
30,11.1,18.9,37.79,37.79,11.64,26.15,2.62,291.43,0.08,150,297,297,150
30,11.64,18.36,36.72,36.72,0,36.72,3.67,307.36,0.13,150,305,305,150
30,11.25,18.75,37.5,37.5,2.01,35.48,3.55,346.27,-0.15,150,324,324,150
30,11.77,18.23,36.46,36.46,7.83,28.62,2.86,362.03,-0.12,150,332,332,150
30,12.69,17.31,34.61,34.61,9.85,24.77,2.48,375.21,-0.08,150,338,338,150
30,13.87,16.13,32.26,32.26,13.2,19.06,1.91,386.01,-0.1,150,343,343,150
30,15.22,14.78,29.56,29.56,11.64,17.92,1.79,394.84,0.06,150,348,348,150
30,15.96,14.04,28.07,28.07,3.36,24.71,2.47,405.57,0.26,150,354,354,150
30,16.06,13.94,27.89,27.89,-0.67,28.56,2.86,419.17,0,150,361,361,150
30,16.08,13.92,27.83,27.83,0,27.83,2.78,433.25,0,150,368,368,150
30,16.27,13.73,27.46,27.46,2.24,25.23,2.52,446.47,-0.1,150,374,374,150
30,16.7,13.3,26.6,26.6,6.27,20.34,2.03,458.16,-0.14,150,380,380,150
30,17.6,12.4,24.81,24.81,9.51,15.29,1.53,466.79,-0.03,150,384,384,150
30,18.7,11.3,22.6,22.6,11.86,10.74,1.07,473.29,-0.1,150,387,387,150
30,19.91,10.09,20.17,20.17,8.95,11.22,1.12,478.18,0.05,150,389,389,150
30,20.28,9.72,19.45,19.45,-1.79,21.24,2.12,486.7,0.02,150,394,394,150
30,19.86,10.14,20.29,20.29,-5.93,26.22,2.62,499.02,-0.02,150,400,400,150
30,19.3,10.7,21.41,21.41,-8.62,30.02,3,512.6,0.17,150,407,407,150
30,18.18,11.82,23.63,23.63,-17.79,41.43,4.14,530.4,0,150,417,417,150
30,15.97,14.03,28.06,28.06,-25.96,54.02,5.4,554.92,0,150,430,430,150
30,13.24,16.76,33.52,33.52,-21.82,55.34,5.53,583.23,-0.2,150,444,444,150
30,11.97,18.03,36.05,36.05,-3.58,39.63,3.96,607.32,-0.29,150,455,455,150
30,12.64,17.36,34.73,34.73,13.76,20.97,2.1,621.9,-0.53,150,461,461,150
30,14.72,15.28,30.56,30.56,21.37,9.18,0.92,627.8,0.05,150,464,464,150
30,16.12,13.88,27.76,27.76,3.02,24.74,2.47,635.71,0.34,150,469,469,150
30,15.56,14.44,28.88,28.88,-11.3,40.18,4.02,653.02,0.12,150,478,478,150
30,14.47,15.53,31.07,31.07,-8.5,39.57,3.96,673.55,-0.09,150,488,488,150
30,14.23,15.77,31.55,31.55,3.92,27.63,2.76,690.42,-0.18,150,496,496,150
30,15.19,14.81,29.61,29.61,12.42,17.19,1.72,700.92,-0.15,150,501,501,150
30,16.19,13.81,27.62,27.62,8.5,19.12,1.91,709.79,0,150,505,505,150
30,16.37,13.63,27.26,27.26,-3.02,30.28,3.03,722.8,0.13,150,512,512,150
30,15.93,14.07,28.15,28.15,-4.59,32.73,3.27,738.97,-0.01,150,521,521,150
30,15.79,14.21,28.41,28.41,1.79,26.62,2.66,753.89,-0.09,150,528,528,150
30,16.22,13.78,27.56,27.56,4.7,22.86,2.29,765.98,-0.05,150,534,534,150
30,16.63,13.37,26.73,26.73,2.13,24.61,2.46,777.61,0.06,150,540,540,150
30,16.78,13.22,26.45,26.45,0.67,25.78,2.58,790.36,0.03,150,546,546,150
