T_ang,A_ang,E_ang,Out_ang,T_vel,A_vel,E_vel,P_vel,I_vel,D_vel,M1,M2,M3,M4
-10,-14.02,4.02,8.05,8.05,0.56,7.49,0.75,-311.42,0,305,150,150,305
-10,-13.96,3.96,7.92,7.92,0.34,7.59,0.76,-307.67,0.03,303,150,150,303
-10,-13.95,3.95,7.9,7.9,-0.11,8.01,0.8,-303.72,0.03,301,150,150,301
-10,-13.91,3.91,7.82,7.82,-0.22,8.05,0.8,-299.86,0,299,150,150,299
-10,-13.84,3.84,7.67,7.67,1.01,6.66,0.67,-296.28,-0.07,297,150,150,297
-10,-13.74,3.74,7.49,7.49,1.23,6.26,0.63,-292.86,-0.11,296,150,150,296
-10,-13.55,3.55,7.09,7.09,2.69,4.41,0.44,-290.19,0.02,294,150,150,294
-10,-13.25,3.25,6.5,6.5,2.35,4.15,0.42,-288.28,0.07,293,150,150,293
-10,-13.07,3.07,6.15,6.15,1.68,4.47,0.45,-286.05,-0.07,292,150,150,292
-10,-12.94,2.94,5.88,5.88,1.34,4.54,0.45,-283.7,0,291,150,150,291
-10,-12.91,2.91,5.83,5.83,0.22,5.6,0.56,-280.93,0,290,150,150,290
-10,-12.89,2.89,5.78,5.78,0.22,5.56,0.56,-278.17,0.1,288,150,150,288
-10,-12.88,2.88,5.77,5.77,0.34,5.43,0.54,-275.32,0.05,287,150,150,287
-10,-12.88,2.88,5.76,5.76,-0.11,5.87,0.59,-272.47,0.02,285,150,150,285
-10,-12.85,2.85,5.7,5.7,0.9,4.81,0.48,-269.7,-0.09,284,150,150,284
-10,-12.74,2.74,5.48,5.48,1.23,4.24,0.42,-267.48,0.01,283,150,150,283
-10,-12.63,2.63,5.27,5.27,1.01,4.26,0.43,-265.31,-0.04,282,150,150,282
-10,-12.53,2.53,5.07,5.07,1.34,3.72,0.37,-263.29,-0.05,281,150,150,281
-10,-12.42,2.42,4.84,4.84,0.9,3.95,0.39,-261.42,0.03,280,150,150,280
-10,-12.36,2.36,4.72,4.72,0.22,4.49,0.45,-259.42,0.05,279,150,150,279
-10,-12.35,2.35,4.7,4.7,0.11,4.59,0.46,-257.21,0.03,278,150,150,278
-10,-12.34,2.34,4.67,4.67,0.56,4.11,0.41,-255.06,0,277,150,150,277
-10,-12.29,2.29,4.58,4.58,0.22,4.35,0.44,-253.04,0,276,150,150,276
-10,-12.27,2.27,4.55,4.55,0.22,4.32,0.43,-250.89,0.05,275,150,150,275
-10,-12.24,2.24,4.48,4.48,0.45,4.03,0.4,-248.83,-0.03,274,150,150,274
-10,-12.2,2.2,4.39,4.39,0.45,3.94,0.39,-246.8,0.03,273,150,150,273
-10,-12.11,2.11,4.21,4.21,1.23,2.98,0.3,-245.01,-0.09,272,150,150,272
-10,-11.99,1.99,3.97,3.97,1.57,2.4,0.24,-243.66,0,271,150,150,271
-10,-11.77,1.77,3.55,3.55,0.45,3.1,0.31,-240.95,0.01,270,150,150,270
-10,-11.7,1.7,3.41,3.41,1.23,2.18,0.22,-239.63,-0.04,269,150,150,269
-10,-11.65,1.65,3.3,3.3,-0.22,3.52,0.35,-238.22,0.08,268,150,150,268
-10,-11.68,1.68,3.37,3.37,0.22,3.14,0.31,-236.41,-0.07,268,150,150,268
-10,-11.66,1.66,3.31,3.31,0.34,2.98,0.3,-234.9,0.08,267,150,150,267
-10,-11.61,1.61,3.21,3.21,0.45,2.76,0.28,-233.51,-0.04,266,150,150,266
-10,-11.6,1.6,3.2,3.2,0.22,2.97,0.3,-231.97,-0.03,265,150,150,265
-10,-11.59,1.59,3.19,3.19,-0.45,3.63,0.36,-230.45,0.1,264,150,150,264
-10,-11.56,1.56,3.13,3.13,1.12,2.01,0.2,-229,-0.11,264,150,150,264
-10,-11.49,1.49,2.99,2.99,0.45,2.54,0.25,-227.81,0.06,263,150,150,263
-10,-11.4,1.4,2.79,2.79,1.23,1.56,0.16,-226.88,-0.06,263,150,150,263
-10,-11.29,1.29,2.58,2.58,0.9,1.69,0.17,-226.1,0.05,262,150,150,262
-10,-11.24,1.24,2.48,2.48,0.34,2.15,0.21,-225.1,-0.05,262,150,150,262
-10,-11.24,1.24,2.48,2.48,0,2.48,0.25,-223.83,-0.06,261,150,150,261
-10,-11.26,1.26,2.52,2.52,0.67,1.85,0.19,-222.45,-0.02,261,150,150,261
-10,-11.16,1.16,2.31,2.31,1.12,1.2,0.12,-221.75,0.03,260,150,150,260
-10,-11.08,1.08,2.16,2.16,0,2.16,0.22,-221.04,0.02,260,150,150,260
-10,-11.1,1.1,2.2,2.2,-0.34,2.54,0.25,-219.86,-0.06,259,150,150,259
-10,-11.13,1.13,2.26,2.26,0.56,1.7,0.17,-218.64,-0.03,259,150,150,259
-10,-11.06,1.06,2.12,2.12,1.01,1.11,0.11,-217.88,0,258,150,150,258
-10,-11.06,1.06,2.12,2.12,-0.22,2.34,0.23,-216.79,0,258,150,150,258
-10,-11.09,1.09,2.18,2.18,-0.34,2.51,0.25,-215.53,-0.02,257,150,150,257
-10,-11.06,1.06,2.12,2.12,0.67,1.45,0.14,-214.62,0.03,257,150,150,257
-10,-11.01,1.01,2.02,2.02,-0.67,2.69,0.27,-213.77,0.05,256,150,150,256
-10,-11,1,2.01,2.01,0.34,1.67,0.17,-212.77,-0.03,256,150,150,256
-5,-10.94,5.94,11.88,11.88,0.34,11.55,1.15,-208.6,0.02,253,150,150,253
-5,-10.91,5.91,11.82,11.82,0.45,11.38,1.14,-202.82,0.03,250,150,150,250
-5,-10.89,5.89,11.78,11.78,0.56,11.22,1.12,-197.01,-0.02,247,150,150,247
-5,-10.82,5.82,11.64,11.64,1.9,9.74,0.97,-191.55,-0.04,245,150,150,245
-5,-10.62,5.62,11.24,11.24,3.13,8.1,0.81,-187.02,0,243,150,150,243
-5,-10.13,5.13,10.27,10.27,4.59,5.68,0.57,-183.92,-0.08,241,150,150,241
-5,-9.53,4.53,9.06,9.06,5.71,3.35,0.34,-182.18,0.08,240,150,150,240
-5,-9.12,4.12,8.25,8.25,2.46,5.79,0.58,-179.93,0.1,239,150,150,239
-5,-9.04,4.04,8.08,8.08,-1.01,9.09,0.91,-176.3,0.05,237,150,150,237
-5,-9.09,4.09,8.18,8.18,0.67,7.51,0.75,-172.06,-0.02,235,150,150,235
-5,-9.01,4.01,8.01,8.01,0.22,7.79,0.78,-168.45,0.03,233,150,150,233
-5,-8.98,3.98,7.96,7.96,0.45,7.51,0.75,-164.6,0.02,231,150,150,231
-5,-8.91,3.91,7.81,7.81,0.9,6.92,0.69,-161.1,0,230,150,150,230
-5,-8.82,3.82,7.65,7.65,0.56,7.09,0.71,-153.77,0,226,150,150,226
-5,-8.76,3.76,7.52,7.52,0.9,6.63,0.66,-150.35,0,224,150,150,224
-5,-8.65,3.65,7.3,7.3,1.01,6.29,0.63,-147.25,0,223,150,150,223
-5,-8.59,3.59,7.17,7.17,0.11,7.06,0.71,-143.88,0,221,150,150,221
-5,-8.46,3.46,6.92,6.92,0.9,6.02,0.6,-140.74,0.01,220,150,150,220
-5,-7.45,2.45,4.9,4.9,1.79,3.11,0.31,-127.34,-0.06,213,150,150,213
-5,-7.31,2.31,4.62,4.62,1.34,3.28,0.33,-125.63,0.02,212,150,150,212
-5,-7.18,2.18,4.37,4.37,0.9,3.47,0.35,-124.09,0.03,211,150,150,211
-5,-7.14,2.14,4.27,4.27,0.34,3.93,0.39,-122.22,-0.02,210,150,150,210
-5,-7.04,2.04,4.09,4.09,2.01,2.07,0.21,-120.7,0,210,150,150,210
-5,-6.76,1.76,3.51,3.51,3.13,0.38,0.04,-120.07,-0.05,210,150,150,210
-5,-6.25,1.25,2.51,2.51,7.05,-4.54,-0.45,-121.17,-0.09,210,150,150,210
0,-5.5,5.5,11.01,11.01,7.05,3.96,0.4,-121.16,0.04,210,150,150,210
0,-5.02,5.02,10.04,10.04,2.57,7.47,0.75,-118.3,0.08,208,150,150,208
0,-4.99,4.99,9.97,9.97,-1.12,11.09,1.11,-113.48,0.04,206,150,150,206
0,-5.1,5.1,10.21,10.21,-0.67,10.88,1.09,-107.91,0,203,150,150,203
0,-5.08,5.08,10.17,10.17,1.9,8.26,0.83,-103,-0.09,201,150,150,201
0,-4.86,4.86,9.72,9.72,2.35,7.37,0.74,-99.18,-0.06,199,150,150,199
0,-4.67,4.67,9.34,9.34,1.57,7.77,0.78,-95.34,-0.04,197,150,150,197
0,-4.52,4.52,9.03,9.03,1.79,7.24,0.72,-91.55,-0.03,195,150,150,195
0,-4.35,4.35,8.7,8.7,1.68,7.02,0.7,-88.01,0.02,193,150,150,193
0,-4.26,4.26,8.52,8.52,1.12,7.4,0.74,-84.22,0,191,150,150,191
0,-4.17,4.17,8.33,8.33,0.56,7.77,0.78,-80.44,0.06,189,150,150,189
0,-4.12,4.12,8.24,8.24,0.45,7.79,0.78,-76.57,0.01,187,150,150,187
0,-4.08,4.08,8.17,8.17,0.56,7.61,0.76,-72.67,0,185,150,150,185
0,-4.02,4.02,8.04,8.04,0.67,7.37,0.74,-68.97,0,184,150,150,184
0,-3.99,3.99,7.97,7.97,0.34,7.63,0.76,-65.16,0.01,182,150,150,182
0,-3.93,3.93,7.86,7.86,0.78,7.08,0.71,-61.5,0,180,150,150,180
0,-3.89,3.89,7.78,7.78,0.22,7.55,0.76,-57.81,0,178,150,150,178
0,-3.82,3.82,7.64,7.64,0.78,6.85,0.69,-54.31,-0.02,176,150,150,176
0,-3.64,3.64,7.29,7.29,2.35,4.94,0.49,-51.45,-0.08,175,150,150,175
0,-3.48,3.48,6.96,6.96,1.01,5.96,0.6,-48.74,0.04,174,150,150,174
0,-3.42,3.42,6.84,6.84,0.45,6.39,0.64,-45.6,0.01,172,150,150,172
0,-3.34,3.34,6.68,6.68,1.12,5.57,0.56,-42.56,-0.04,171,150,150,171
0,-3.25,3.25,6.5,6.5,1.12,5.38,0.54,-39.72,-0.09,169,150,150,169
0,-3.12,3.12,6.24,6.24,1.23,5.01,0.5,-37.17,0,168,150,150,168
0,-3.03,3.03,6.06,6.06,0.34,5.72,0.57,-34.56,0.01,166,150,150,166
0,-3.03,3.03,6.07,6.07,0.11,5.96,0.6,-31.49,-0.03,165,150,150,165
0,-2.98,2.98,5.96,5.96,0.67,5.29,0.53,-28.8,0,164,150,150,164
0,-2.94,2.94,5.89,5.89,0.11,5.78,0.58,-26.03,0.02,162,150,150,162
0,-2.83,2.83,5.66,5.66,1.79,3.87,0.39,-23.73,0,161,150,150,161
0,-2.71,2.71,5.43,5.43,0.22,5.2,0.52,-21.53,0.03,160,150,150,160
0,-2.69,2.69,5.39,5.39,0.67,4.71,0.47,-18.95,0.01,159,150,150,159
0,-2.62,2.62,5.23,5.23,1.01,4.22,0.42,-16.73,0,158,150,150,158
0,-2.61,2.61,5.22,5.22,-0.67,5.89,0.59,-14.17,0.07,156,150,150,156
0,-2.67,2.67,5.33,5.33,0.34,4.99,0.5,-11.28,-0.07,155,150,150,155
0,-2.55,2.55,5.11,5.11,1.34,3.76,0.38,-9.28,0.02,154,150,150,154
0,-2.49,2.49,4.98,4.98,0.11,4.87,0.49,-7.06,0,153,150,150,153
0,-2.43,2.43,4.86,4.86,0.9,3.96,0.4,-4.95,0,152,150,150,152
0,-2.37,2.37,4.74,4.74,0.22,4.52,0.45,-2.83,0.03,151,150,150,151
0,-2.34,2.34,4.67,4.67,0.45,4.23,0.42,-0.66,-0.02,150,150,150,150
0,-2.25,2.25,4.51,4.51,1.12,3.39,0.34,1.18,-0.04,150,150,150,150
0,-2.11,2.11,4.23,4.23,1.79,2.44,0.24,2.67,-0.02,150,151,151,150
0,-1.93,1.93,3.86,3.86,2.01,1.85,0.18,3.76,-0.02,150,151,151,150
0,-1.72,1.72,3.44,3.44,2.69,0.76,0.08,4.38,0,150,152,152,150
0,-1.36,1.36,2.73,2.73,3.8,-1.08,-0.11,4.32,-0.07,150,152,152,150
10,-0.71,10.71,21.43,21.43,8.17,13.26,1.33,5.07,-0.01,150,153,153,150
10,-0.14,10.14,20.28,20.28,3.13,17.15,1.71,12.64,0.08,150,157,157,150
10,-0.18,10.18,20.35,20.35,-2.24,22.59,2.26,22.98,0.01,150,162,162,150
10,-0.36,10.36,20.72,20.72,-0.22,20.94,2.09,34.12,-0.02,150,168,168,150
10,-0.23,10.23,20.45,20.45,2.24,18.21,1.82,43.84,-0.03,150,172,172,150
10,-0.04,10.04,20.07,20.07,1.23,18.84,1.88,52.93,0,150,177,177,150
10,0.06,9.94,19.88,19.88,1.01,18.87,1.89,62.45,-0.02,150,182,182,150
10,0.27,9.73,19.46,19.46,2.57,16.88,1.69,71.26,-0.02,150,186,186,150
10,0.57,9.43,18.86,18.86,3.13,15.72,1.57,79.31,-0.04,150,190,190,150
10,0.89,9.11,18.21,18.21,3.69,14.52,1.45,86.99,-0.07,150,194,194,150
10,1.26,8.74,17.49,17.49,3.58,13.91,1.39,94.06,-0.01,150,197,197,150
10,1.56,8.44,16.87,16.87,2.35,14.52,1.45,101.13,0.03,150,201,201,150
10,1.77,8.23,16.45,16.45,2.01,14.44,1.44,108.39,0.01,150,204,204,150
10,2.01,7.99,15.98,15.98,2.57,13.4,1.34,115.29,-0.01,150,208,208,150
10,2.33,7.67,15.33,15.33,3.58,11.75,1.18,121.53,-0.06,150,211,211,150
10,2.69,7.31,14.62,14.62,3.8,10.82,1.08,127.08,-0.03,150,214,214,150
10,3.05,6.95,13.91,13.91,3.25,10.66,1.07,132.35,0.04,150,216,216,150
10,3.31,6.69,13.37,13.37,2.69,10.69,1.07,137.75,-0.03,150,219,219,150
10,3.55,6.45,12.9,12.9,3.36,9.54,0.95,142.88,-0.03,150,221,221,150
10,3.78,6.22,12.44,12.44,3.13,9.3,0.93,147.52,0,150,224,224,150
10,3.98,6.02,12.03,12.03,1.12,10.91,1.09,152.68,0,150,226,226,150
10,4.16,5.84,11.68,11.68,1.57,10.11,1.01,157.81,-0.01,150,229,229,150
10,4.37,5.63,11.26,11.26,2.24,9.02,0.9,162.65,-0.02,150,231,231,150
10,4.64,5.36,10.73,10.73,3.02,7.71,0.77,166.92,-0.01,150,233,233,150
10,4.99,5.01,10.01,10.01,4.59,5.42,0.54,170.32,-0.06,150,235,235,150
10,5.64,4.36,8.72,8.72,9.51,-0.79,-0.08,171.82,-0.28,150,235,235,150
10,6.78,3.22,6.44,6.44,11.3,-4.86,-0.49,170.09,0.03,150,234,234,150
10,7.52,2.48,4.97,4.97,4.36,0.6,0.06,169.19,0.17,150,234,234,150
10,7.72,2.28,4.56,4.56,0.22,4.34,0.43,170.53,0.13,150,235,235,150
10,7.71,2.29,4.59,4.59,-0.45,5.04,0.5,172.96,-0.02,150,236,236,150
10,7.78,2.22,4.45,4.45,1.12,3.33,0.33,174.96,-0.04,150,237,237,150
10,7.99,2.01,4.03,4.03,2.35,1.68,0.17,176.13,-0.06,150,238,238,150
10,8.24,1.76,3.52,3.52,2.35,1.17,0.12,176.8,-0.01,150,238,238,150
10,8.41,1.59,3.18,3.18,1.01,2.18,0.22,177.7,-0.01,150,238,238,150
10,8.36,1.64,3.28,3.28,-1.68,4.96,0.5,179.69,0.02,150,240,240,150
10,8.18,1.82,3.63,3.63,-1.9,5.54,0.55,182.45,0,150,241,241,150
10,8.15,1.85,3.7,3.7,0.56,3.14,0.31,184.54,-0.04,150,242,242,150
10,8.38,1.62,3.24,3.24,3.02,0.22,0.02,185.21,-0.04,150,242,242,150
10,8.58,1.42,2.83,2.83,0.34,2.5,0.25,185.85,0.05,150,243,243,150
10,8.52,1.48,2.96,2.96,-1.79,4.75,0.48,187.66,0.06,150,244,244,150
10,8.44,1.56,3.11,3.11,1.34,1.77,0.18,191.12,0.01,150,245,245,150
10,8.6,1.4,2.79,2.79,1.9,0.89,0.09,191.82,-0.05,150,245,245,150
10,8.73,1.27,2.54,2.54,0,2.54,0.25,192.54,0.05,150,246,246,150
10,8.65,1.35,2.71,2.71,-1.34,4.05,0.41,194.31,-0.01,150,247,247,150
10,8.56,1.44,2.88,2.88,-0.11,2.99,0.3,196.17,-0.03,150,248,248,150
10,8.65,1.35,2.71,2.71,1.57,1.14,0.11,197.02,0,150,248,248,150
10,8.75,1.25,2.5,2.5,1.57,0.93,0.09,197.6,-0.04,150,248,248,150
10,8.76,1.24,2.48,2.48,-0.45,2.93,0.29,198.66,0.04,150,249,249,150
10,8.6,1.4,2.79,2.79,-1.12,3.91,0.39,200.55,-0.04,150,250,250,150
10,8.52,1.48,2.96,2.96,0.22,2.74,0.27,202.23,-0.05,150,251,251,150
10,8.57,1.43,2.86,2.86,0.9,1.97,0.2,203.25,0.01,150,251,251,150
10,8.51,1.49,2.99,2.99,-0.78,3.77,0.38,204.86,0.01,150,252,252,150
10,8.43,1.57,3.14,3.14,-0.11,3.25,0.33,206.76,-0.1,150,253,253,150
10,8.51,1.49,2.99,2.99,1.9,1.09,0.11,207.89,-0.09,150,253,253,150
10,8.67,1.33,2.65,2.65,1.34,1.31,0.13,208.29,0.03,150,254,254,150
10,8.63,1.37,2.74,2.74,-1.23,3.97,0.4,209.83,0.04,150,255,255,150
10,8.53,1.47,2.95,2.95,-0.9,3.84,0.38,211.89,0,150,256,256,150
10,8.65,1.35,2.69,2.69,1.9,0.79,0.08,212.92,-0.04,150,256,256,150
10,8.85,1.15,2.3,2.3,-0.11,2.41,0.24,213.55,0.1,150,256,256,150
10,8.88,1.12,2.23,2.23,-1.12,3.35,0.34,214.86,0.05,150,257,257,150
10,8.88,1.12,2.25,2.25,-0.22,2.47,0.25,216.3,-0.07,150,258,258,150
10,8.86,1.14,2.29,2.29,0.11,2.17,0.22,217.6,-0.02,150,258,258,150
10,8.88,1.12,2.23,2.23,0.9,1.34,0.13,218.39,-0.05,150,259,259,150
10,8.91,1.09,2.19,2.19,0.9,1.29,0.13,219.22,0,150,259,259,150
10,8.93,1.07,2.13,2.13,0.11,2.02,0.2,220.07,-0.02,150,260,260,150
10,8.9,1.1,2.2,2.2,-0.34,2.54,0.25,221.33,0.05,150,260,260,150
10,8.89,1.11,2.22,2.22,0.34,1.88,0.19,222.46,0.02,150,261,261,150
10,8.91,1.09,2.17,2.17,0.22,1.95,0.2,223.38,0.02,150,261,261,150
10,8.91,1.09,2.19,2.19,0,2.19,0.22,224.47,0.03,150,262,262,150
0,9,-9,1.99,1.99,1.23,0.76,0.08,224.99,-0.04,150,262,262,150
0,9.05,-9.05,-18.09,-18.09,-0.22,-17.87,-1.79,215.63,0,150,256,256,150
0,8.91,-8.91,-17.83,-17.83,-1.34,-16.48,-1.65,207.13,-0.01,150,252,252,150
0,8.86,-8.86,-17.73,-17.73,0.11,-17.84,-1.78,198.56,-0.05,150,248,248,150
0,8.88,-8.88,-17.75,-17.75,-0.34,-17.42,-1.74,189.79,0.02,150,244,244,150
0,8.82,-8.82,-17.64,-17.64,-1.01,-16.64,-1.66,181.32,0.04,150,239,239,150
0,8.74,-8.74,-17.49,-17.49,-0.67,-16.82,-1.68,172.86,0,150,235,235,150
0,8.61,-8.61,-17.22,-17.22,-2.35,-14.87,-1.49,164.86,0.06,150,231,231,150
0,8.32,-8.32,-16.63,-16.63,-3.13,-13.5,-1.35,157.95,0.01,150,228,228,150
0,8.06,-8.06,-16.11,-16.11,-1.9,-14.21,-1.42,151.05,0.01,150,224,224,150
0,7.91,-7.91,-15.82,-15.82,-1.23,-14.59,-1.46,143.77,0.05,150,221,221,150
0,7.8,-7.8,-15.61,-15.61,-1.12,-14.49,-1.45,136.44,0.04,150,217,217,150
0,7.67,-7.67,-15.34,-15.34,-1.68,-13.66,-1.37,129.34,0.04,150,214,214,150
0,7.45,-7.45,-14.91,-14.91,-2.8,-12.11,-1.21,122.89,-0.01,150,210,210,150
0,7.17,-7.17,-14.33,-14.33,-2.46,-11.87,-1.19,116.96,0.01,150,207,207,150
0,6.95,-6.95,-13.9,-13.9,-1.12,-12.78,-1.28,110.91,-0.05,150,204,204,150
0,6.9,-6.9,-13.8,-13.8,0,-13.8,-1.38,104.11,0.04,150,201,201,150
0,6.82,-6.82,-13.63,-13.63,-1.68,-11.95,-1.2,97.78,-0.03,150,198,198,150
0,6.62,-6.62,-13.24,-13.24,-2.57,-10.67,-1.07,92.25,0.01,150,195,195,150
0,6.37,-6.37,-12.75,-12.75,-2.8,-9.95,-1,87.25,-0.02,150,193,193,150
0,6.21,-6.21,-12.41,-12.41,-0.67,-11.74,-1.17,81.88,-0.08,150,190,190,150
0,6.14,-6.14,-12.29,-12.29,-0.78,-11.5,-1.15,75.99,0.04,150,187,187,150
0,6.02,-6.02,-12.03,-12.03,-1.9,-10.13,-1.01,70.57,0.02,150,184,184,150
0,5.8,-5.8,-11.6,-11.6,-2.8,-8.8,-0.88,65.73,0.07,150,182,182,150
0,5.49,-5.49,-10.98,-10.98,-2.8,-8.19,-0.82,61.56,0.01,150,180,180,150
0,5.32,-5.32,-10.63,-10.63,-1.23,-9.4,-0.94,57.09,0,150,178,178,150
0,5.23,-5.23,-10.47,-10.47,-0.45,-10.02,-1,52.13,-0.03,150,175,175,150
0,5.2,-5.2,-10.4,-10.4,-0.34,-10.06,-1.01,47.05,0.04,150,173,173,150
0,5.1,-5.1,-10.2,-10.2,-1.9,-8.3,-0.83,42.43,0.04,150,170,170,150
0,4.88,-4.88,-9.77,-9.77,-1.79,-7.97,-0.8,38.5,-0.02,150,168,168,150
0,4.71,-4.71,-9.42,-9.42,-1.45,-7.96,-0.8,34.53,0.02,150,166,166,150
0,4.56,-4.56,-9.12,-9.12,-1.34,-7.78,-0.78,30.59,-0.01,150,164,164,150
0,4.43,-4.43,-8.87,-8.87,-1.01,-7.86,-0.79,26.69,-0.01,150,162,162,150
0,4.36,-4.36,-8.73,-8.73,-0.67,-8.06,-0.81,22.63,0.02,150,160,160,150
0,4.27,-4.27,-8.55,-8.55,-1.01,-7.54,-0.75,18.7,-0.01,150,158,158,150
0,4.15,-4.15,-8.31,-8.31,-0.78,-7.52,-0.75,15.07,-0.03,150,157,157,150
0,4.09,-4.09,-8.18,-8.18,-0.34,-7.85,-0.78,11.24,0.02,150,155,155,150
0,4.08,-4.08,-8.15,-8.15,-0.45,-7.71,-0.77,7.22,0.03,150,153,153,150
0,3.83,-3.83,-7.66,-7.66,-1.34,-6.32,-0.63,0.45,-0.01,150,150,150,150
0,3.76,-3.76,-7.52,-7.52,-0.22,-7.3,-0.73,-2.99,0,151,150,150,151
0,3.75,-3.75,-7.49,-7.49,-0.34,-7.16,-0.72,-6.77,0.02,153,150,150,153
0,3.63,-3.63,-7.26,-7.26,-1.79,-5.47,-0.55,-9.99,0.08,155,150,150,155
0,3.41,-3.41,-6.82,-6.82,-2.01,-4.81,-0.48,-12.48,-0.01,156,150,150,156
0,3.3,-3.3,-6.6,-6.6,-0.34,-6.26,-0.63,-15.2,-0.05,157,150,150,157
0,3.35,-3.35,-6.71,-6.71,1.12,-7.83,-0.78,-18.8,-0.02,159,150,150,159
0,3.48,-3.48,-6.96,-6.96,0.9,-7.86,-0.79,-22.89,0,161,150,150,161
0,3.38,-3.38,-6.76,-6.76,-2.69,-4.08,-0.41,-25.84,0.04,163,150,150,163
0,3.02,-3.02,-6.04,-6.04,-3.8,-2.23,-0.22,-27.34,0.02,163,150,150,163
0,2.7,-2.7,-5.39,-5.39,-2.35,-3.04,-0.3,-28.61,-0.01,164,150,150,164
0,2.56,-2.56,-5.13,-5.13,-0.11,-5.01,-0.5,-30.61,-0.03,165,150,150,165
0,2.63,-2.63,-5.27,-5.27,1.12,-6.39,-0.64,-33.57,0,167,150,150,167
0,2.75,-2.75,-5.5,-5.5,1.01,-6.51,-0.65,-36.87,0.01,168,150,150,168
0,2.75,-2.75,-5.49,-5.49,-1.01,-4.48,-0.45,-39.61,0.06,169,150,150,169
0,2.53,-2.53,-5.06,-5.06,-2.46,-2.59,-0.26,-41.15,-0.01,170,150,150,170
0,2.28,-2.28,-4.55,-4.55,-2.13,-2.43,-0.24,-42.33,-0.01,171,150,150,171
0,2.16,-2.16,-4.33,-4.33,-0.22,-4.1,-0.41,-44.03,-0.01,172,150,150,172
0,2.27,-2.27,-4.54,-4.54,1.9,-6.44,-0.64,-46.82,-0.01,173,150,150,173
0,2.43,-2.43,-4.86,-4.86,1.45,-6.31,-0.63,-50.05,0,175,150,150,175
0,2.46,-2.46,-4.92,-4.92,-0.78,-4.13,-0.41,-52.64,0.1,176,150,150,176
0,2.31,-2.31,-4.62,-4.62,-1.9,-2.72,-0.27,-54.28,0.02,177,150,150,177
0,2.09,-2.09,-4.17,-4.17,-1.9,-2.27,-0.23,-55.4,-0.03,177,150,150,177
0,1.93,-1.93,-3.85,-3.85,-0.9,-2.96,-0.3,-56.63,0,178,150,150,178
0,1.83,-1.83,-3.67,-3.67,-0.78,-2.89,-0.29,-58.09,0,179,150,150,179
0,1.76,-1.76,-3.53,-3.53,-0.22,-3.31,-0.33,-59.59,-0.03,179,150,150,179
0,1.73,-1.73,-3.46,-3.46,-0.22,-3.24,-0.32,-61.18,-0.02,180,150,150,180
0,1.74,-1.74,-3.47,-3.47,0.22,-3.7,-0.37,-62.96,0.01,181,150,150,181
0,1.74,-1.74,-3.47,-3.47,-0.11,-3.36,-0.34,-64.72,0,182,150,150,182
0,1.7,-1.7,-3.39,-3.39,-0.22,-3.17,-0.32,-66.24,-0.06,183,150,150,183
0,1.7,-1.7,-3.4,-3.4,0.67,-4.08,-0.41,-68.01,0,184,150,150,184
0,1.77,-1.77,-3.53,-3.53,0.56,-4.09,-0.41,-70.08,0,185,150,150,185
0,1.77,-1.77,-3.54,-3.54,-0.34,-3.21,-0.32,-71.89,0.02,186,150,150,186
0,1.67,-1.67,-3.35,-3.35,-1.45,-1.89,-0.19,-73.13,0,186,150,150,186
0,1.46,-1.46,-2.91,-2.91,-2.35,-0.56,-0.06,-73.64,0.01,186,150,150,186
0,1.31,-1.31,-2.62,-2.62,-0.67,-1.95,-0.19,-74.34,0,187,150,150,187
0,1.35,-1.35,-2.7,-2.7,1.01,-3.71,-0.37,-75.95,0,188,150,150,188
0,1.42,-1.42,-2.84,-2.84,0.45,-3.29,-0.33,-77.7,-0.03,189,150,150,189
0,1.44,-1.44,-2.87,-2.87,0.45,-3.32,-0.33,-79.21,-0.03,189,150,150,189
0,1.45,-1.45,-2.9,-2.9,-0.34,-2.56,-0.26,-80.72,0.05,190,150,150,190
0,1.38,-1.38,-2.76,-2.76,-0.9,-1.86,-0.19,-81.81,-0.01,191,150,150,191
0,1.33,-1.33,-2.66,-2.66,0,-2.66,-0.27,-82.9,-0.05,191,150,150,191
0,1.27,-1.27,-2.54,-2.54,-0.45,-2.09,-0.21,-85.29,0.02,192,150,150,192
0,1.27,-1.27,-2.54,-2.54,0.56,-3.1,-0.31,-86.55,-0.05,193,150,150,193
0,1.3,-1.3,-2.59,-2.59,-0.11,-2.48,-0.25,-87.98,0,194,150,150,194
0,1.23,-1.23,-2.47,-2.47,-0.45,-2.02,-0.2,-88.95,-0.03,194,150,150,194
0,1.21,-1.21,-2.42,-2.42,0.22,-2.65,-0.26,-90.1,-0.03,195,150,150,195
0,1.22,-1.22,-2.44,-2.44,-0.34,-2.1,-0.21,-91.37,0.05,195,150,150,195
0,1.19,-1.19,-2.38,-2.38,-0.34,-2.05,-0.2,-92.44,0.02,196,150,150,196
0,1.18,-1.18,-2.35,-2.35,0.22,-2.58,-0.26,-93.57,-0.03,196,150,150,196
0,1.17,-1.17,-2.34,-2.34,-0.45,-1.89,-0.19,-94.77,0.05,197,150,150,197
0,1.12,-1.12,-2.24,-2.24,-0.45,-1.79,-0.18,-95.7,-0.01,197,150,150,197
0,1.07,-1.07,-2.13,-2.13,-0.78,-1.35,-0.13,-96.51,0,198,150,150,198
