5.32,-0.56,512,512,512,512
5.32,-0.56,512,512,512,512
5.30,-0.78,512,512,512,512
5.30,-0.78,512,512,512,512
5.28,-0.78,512,512,512,512
5.27,-0.78,512,512,512,512
5.26,-1.23,512,512,512,512
5.26,-0.90,512,512,512,512
5.26,-0.90,512,512,512,512
5.24,-1.12,512,512,512,512
5.23,-1.79,512,512,512,512
5.23,-1.79,512,512,512,512
5.21,-1.12,512,512,512,512
5.19,-2.35,512,512,512,512
5.17,-2.24,512,512,512,512
5.17,-2.24,512,512,512,512
5.11,-3.25,512,512,512,512
5.11,-3.25,512,512,512,512
5.04,-3.92,512,512,512,512
5.04,-3.92,512,512,512,512
4.95,-4.25,512,512,512,512
4.95,-4.25,512,512,512,512
4.85,-5.71,512,512,512,512
4.85,-5.71,512,512,512,512
4.72,-6.71,512,512,512,512
4.72,-6.71,512,512,512,512
4.56,-8.73,512,512,512,512
4.56,-8.73,512,512,512,512
4.40,-8.17,512,512,512,512
4.40,-8.17,512,512,512,512
4.21,-9.62,512,512,512,512
4.21,-9.62,512,512,512,512
4.01,-10.07,512,512,512,512
4.01,-10.07,512,512,512,512
3.80,-10.74,512,512,512,512
3.80,-10.74,512,512,512,512
3.70,-11.41,512,512,512,512
3.48,-11.30,512,512,512,512
3.48,-11.30,512,512,512,512
3.36,-12.09,512,512,512,512
3.12,-12.09,512,512,512,512
3.12,-12.09,512,512,512,512
2.84,-14.44,512,512,512,512
2.84,-14.44,512,512,512,512
2.53,-16.11,512,512,512,512
2.53,-16.11,512,512,512,512
2.22,-16.34,512,512,512,512
2.22,-16.34,512,512,512,512
1.86,-17.90,512,512,512,512
1.86,-17.90,512,512,512,512
1.52,-17.57,512,512,512,512
1.52,-17.57,512,512,512,512
1.16,-17.79,512,512,512,512
1.16,-17.79,512,512,512,512
0.84,-15.78,512,512,512,512
0.84,-15.78,512,512,512,512
0.54,-14.88,512,512,512,512
0.54,-14.88,512,512,512,512
0.41,-13.76,512,512,512,512
0.16,-12.65,512,512,512,512
0.16,-12.65,512,512,512,512
0.05,-10.30,512,512,512,512
-0.12,-8.84,512,512,512,512
-0.12,-8.84,512,512,512,512
-0.26,-6.04,512,512,512,512
-0.26,-6.04,512,512,512,512
-0.36,-3.58,512,512,512,512
-0.36,-3.58,512,512,512,512
-0.39,-1.68,512,512,512,512
-0.39,-1.68,512,512,512,512
-0.39,0.11,512,512,512,512
-0.39,0.11,512,512,512,512
-0.31,3.25,512,512,512,512
-0.31,3.25,512,512,512,512
-0.18,7.95,512,512,512,512
-0.18,7.95,512,512,512,512
-0.10,8.39,512,512,512,512
-0.01,9.06,512,512,512,512
0.20,10.30,512,512,512,512
0.20,10.30,512,512,512,512
0.31,10.30,512,512,512,512
0.42,11.08,512,512,512,512
0.62,10.41,512,512,512,512
0.62,10.41,512,512,512,512
0.74,11.30,512,512,512,512
0.85,10.63,512,512,512,512
0.96,10.30,512,512,512,512
1.07,10.30,512,512,512,512
1.26,9.74,512,512,512,512
1.26,9.74,512,512,512,512
1.36,10.18,512,512,512,512
1.46,9.18,512,512,512,512
1.55,8.17,512,512,512,512
1.63,7.72,512,512,512,512
1.71,6.83,512,512,512,512
1.77,6.27,512,512,512,512
1.83,6.38,512,512,512,512
1.90,5.60,512,512,512,512
2.00,3.92,512,512,512,512
2.00,3.92,512,512,512,512
2.06,2.46,512,512,512,512
2.06,2.46,512,512,512,512
2.09,2.13,512,512,512,512
2.11,2.01,512,512,512,512
2.13,1.57,512,512,512,512
2.15,1.12,512,512,512,512
2.16,1.34,512,512,512,512
2.18,1.57,512,512,512,512
2.19,0.56,512,512,512,512
2.19,0.00,512,512,512,512
2.19,-0.67,512,512,512,512
2.18,-1.45,512,512,512,512
2.16,-1.90,512,512,512,512
2.15,-2.13,512,512,512,512
2.12,-3.36,512,512,512,512
2.08,-4.03,512,512,512,512
2.04,-4.25,512,512,512,512
1.99,-5.37,512,512,512,512
1.94,-6.27,512,512,512,512
1.88,-6.04,512,512,512,512
1.82,-6.27,512,512,512,512
1.75,-6.60,512,512,512,512
1.69,-6.15,512,512,512,512
1.62,-6.15,512,512,512,512
1.56,-6.60,512,512,512,512
1.50,-6.83,512,512,512,512
1.43,-6.27,512,512,512,512
1.36,-6.94,512,512,512,512
1.29,-7.39,512,512,512,512
1.23,-6.60,512,512,512,512
1.16,-6.04,512,512,512,512
1.10,-6.27,512,512,512,512
1.04,-6.15,512,512,512,512
0.98,-6.38,512,512,512,512
0.91,-5.82,512,512,512,512
0.87,-4.36,512,512,512,512
0.82,-4.48,512,512,512,512
0.78,-4.25,512,512,512,512
0.74,-3.25,512,512,512,512
0.70,-3.36,512,512,512,512
0.67,-3.36,512,512,512,512
0.64,-2.91,512,512,512,512
0.61,-2.80,512,512,512,512
0.58,-2.80,512,512,512,512
0.55,-3.02,512,512,512,512
0.52,-2.91,512,512,512,512
0.50,-2.80,512,512,512,512
