1.34,0.67,0,0,0,0
1.40,0.22,242,511,595,985
1.40,0.22,242,511,595,985
1.47,0.11,242,511,595,985
1.47,0.00,242,511,595,985
1.47,0.00,242,511,595,985
1.47,0.11,242,511,595,985
1.47,0.11,242,511,595,985
1.48,0.34,242,511,595,985
1.48,0.34,242,511,595,985
1.50,1.23,242,511,595,985
1.50,1.23,242,511,595,985
1.54,3.58,242,511,595,985
1.54,3.58,242,511,595,985
1.64,4.59,242,511,595,985
1.64,4.59,242,511,595,985
1.78,8.95,242,511,595,985
1.78,8.95,242,511,595,985
1.98,10.41,242,511,595,985
1.98,10.41,242,511,595,985
2.28,14.32,242,511,595,985
2.28,14.32,242,511,595,985
2.65,20.70,242,511,595,985
2.65,20.70,242,511,595,985
3.07,22.27,242,511,595,985
3.07,22.27,242,511,595,985
3.62,28.20,242,511,595,985
3.62,28.20,242,511,595,985
4.22,32.68,242,511,595,985
4.22,32.68,242,511,595,985
4.54,34.47,242,511,595,985
5.27,38.50,242,511,595,985
5.27,38.50,242,511,595,985
5.70,40.62,242,511,595,985
6.10,42.64,242,511,595,985
6.54,43.98,242,511,595,985
7.44,48.57,242,511,595,985
7.44,48.57,242,511,595,985
8.45,50.69,242,511,595,985
8.45,50.69,242,511,595,985
9.45,51.14,242,511,595,985
9.45,51.14,242,511,595,985
10.00,53.38,242,511,595,985
10.54,53.04,242,511,595,985
11.60,54.05,242,511,595,985
11.60,54.05,242,511,595,985
12.15,54.16,242,511,595,985
12.67,53.04,242,511,595,985
13.19,52.82,242,511,595,985
13.75,52.15,242,511,595,985
14.23,51.25,242,511,595,985
15.22,48.34,242,511,595,985
15.22,48.34,242,511,595,985
15.72,47.56,242,511,595,985
16.17,45.99,242,511,595,985
16.66,44.31,242,511,595,985
17.08,43.64,242,511,595,985
17.49,41.63,242,511,595,985
18.28,37.94,242,511,595,985
18.28,37.94,242,511,595,985
18.65,36.03,242,511,595,985
19.01,33.35,242,511,595,985
19.32,30.66,242,511,595,985
19.62,28.09,242,511,595,985
19.88,25.63,242,511,595,985
20.13,22.94,242,511,595,985
20.35,20.59,242,511,595,985
20.53,18.46,242,511,595,985
20.70,16.23,242,511,595,985
20.85,14.10,242,511,595,985
20.98,12.31,242,511,595,985
21.09,9.62,242,511,595,985
21.17,5.82,242,511,595,985
21.23,4.59,242,511,595,985
21.25,1.57,242,511,595,985
21.25,-0.67,242,511,595,985
21.23,-3.25,242,511,595,985
21.19,-6.15,242,511,595,985
21.10,-9.85,242,511,595,985
21.00,-11.86,242,511,595,985
20.86,-13.65,242,511,595,985
20.71,-15.44,242,511,595,985
20.55,-19.36,242,511,595,985
20.34,-21.04,242,511,595,985
20.12,-23.05,242,511,595,985
19.87,-24.62,242,511,595,985
19.62,-26.07,242,511,595,985
19.33,-27.75,242,511,595,985
19.04,-30.66,242,511,595,985
18.74,-31.56,242,511,595,985
18.42,-32.34,242,511,595,985
18.09,-34.13,242,511,595,985
17.73,-36.48,242,511,595,985
17.36,-36.15,242,511,595,985
16.98,-37.94,242,511,595,985
16.59,-38.05,242,511,595,985
16.22,-38.27,242,511,595,985
15.81,-38.61,242,511,595,985
15.43,-39.84,242,511,595,985
15.03,-39.17,242,511,595,985
14.64,-39.17,242,511,595,985
14.26,-38.83,242,511,595,985
13.86,-40.06,242,511,595,985
13.44,-38.94,242,511,595,985
13.06,-40.06,242,511,595,985
12.65,-38.50,242,511,595,985
12.26,-38.05,242,511,595,985
11.90,-37.49,242,511,595,985
11.53,-36.82,242,511,595,985
11.18,-35.25,242,511,595,985
10.82,-34.58,242,511,595,985
10.49,-32.68,242,511,595,985
10.15,-32.12,242,511,595,985
9.84,-29.99,242,511,595,985
9.54,-29.21,242,511,595,985
9.26,-25.85,242,511,595,985
8.99,-24.51,242,511,595,985
8.77,-22.38,242,511,595,985
8.54,-21.82,242,511,595,985
8.34,-18.24,242,511,595,985
8.16,-18.02,242,511,595,985
7.99,-14.88,242,511,595,985
7.85,-13.32,242,511,595,985
7.72,-11.30,242,511,595,985
7.62,-9.74,242,511,595,985
7.54,-6.83,242,511,595,985
7.48,-5.26,242,511,595,985
7.43,-4.03,242,511,595,985
7.38,-3.47,242,511,595,985
7.36,-1.23,242,511,595,985
7.34,-1.01,242,511,595,985
7.35,1.90,242,511,595,985
7.37,3.36,242,511,595,985
7.41,5.60,242,511,595,985
