4.26,0.00,0,0,0,0
4.26,0.00,426,232,354,265
4.26,0.00,426,232,354,265
4.26,0.00,426,232,354,265
4.26,0.00,426,232,354,265
4.26,-0.11,426,232,354,265
4.26,-0.11,426,232,354,265
4.26,0.00,426,232,354,265
4.26,-0.11,426,232,354,265
4.26,-0.11,426,232,354,265
4.26,-0.11,426,232,354,265
4.26,0.11,426,232,354,265
4.26,-0.22,426,232,354,265
4.25,-0.45,426,232,354,265
4.25,-0.22,426,232,354,265
4.25,-0.45,426,232,354,265
4.24,-0.78,426,232,354,265
4.23,-1.01,426,232,354,265
4.22,-1.45,426,232,354,265
4.20,-1.23,426,232,354,265
4.19,-1.23,426,232,354,265
4.17,-1.34,426,232,354,265
4.16,-1.34,426,232,354,265
4.15,-1.90,426,232,354,265
4.13,-1.45,426,232,354,265
4.11,-1.57,426,232,354,265
4.09,-2.24,426,232,354,265
4.07,-1.68,426,232,354,265
4.06,-1.34,426,232,354,265
4.04,-2.35,426,232,354,265
4.02,-1.79,426,232,354,265
4.00,-1.79,426,232,354,265
3.98,-1.57,426,232,354,265
3.97,-1.57,426,232,354,265
3.95,-1.45,426,232,354,265
3.94,-1.57,426,232,354,265
3.92,-1.57,426,232,354,265
3.90,-2.13,426,232,354,265
3.88,-2.24,426,232,354,265
3.86,-2.46,426,232,354,265
3.83,-2.01,426,232,354,265
3.81,-2.13,426,232,354,265
3.79,-2.24,426,232,354,265
3.77,-2.24,426,232,354,265
3.75,-1.68,426,232,354,265
3.73,-1.68,426,232,354,265
3.72,-1.01,426,232,354,265
3.71,-0.67,426,232,354,265
3.71,0.22,426,232,354,265
3.71,0.00,426,232,354,265
3.71,0.67,426,232,354,265
3.72,0.45,426,232,354,265
3.72,0.11,426,232,354,265
3.72,0.11,426,232,354,265
3.72,-0.22,426,232,354,265
3.72,-0.34,426,232,354,265
3.71,-0.45,426,232,354,265
3.71,-0.67,426,232,354,265
3.71,-0.11,426,232,354,265
3.70,-0.90,426,232,354,265
3.70,-0.45,426,232,354,265
3.69,-0.34,426,232,354,265
3.69,-0.67,426,232,354,265
3.68,-0.22,426,232,354,265
3.67,-0.78,426,232,354,265
3.67,-0.34,426,232,354,265
3.67,-0.45,426,232,354,265
3.66,-0.22,426,232,354,265
3.66,-0.90,426,232,354,265
3.65,-0.45,426,232,354,265
3.64,-0.67,426,232,354,265
3.64,-0.34,426,232,354,265
3.63,-0.45,426,232,354,265
3.63,0.11,426,232,354,265
3.63,0.00,426,232,354,265
3.63,-0.34,426,232,354,265
3.62,-0.56,426,232,354,265
3.62,-0.67,426,232,354,265
3.61,-1.57,426,232,354,265
3.60,-0.78,426,232,354,265
3.59,-1.34,426,232,354,265
3.57,-1.12,426,232,354,265
3.56,-1.01,426,232,354,265
3.55,-1.57,426,232,354,265
3.54,-1.45,426,232,354,265
3.52,-1.23,426,232,354,265
3.50,-1.79,426,232,354,265
3.49,-1.68,426,232,354,265
3.47,-1.68,426,232,354,265
